user_id,register_time,research_fields,active_period,reading_preferences,interaction_tendency,follower_count,following_count,activity_level,user_type
user_0385,2023-05-27 00:00:00,"[""分子动力学"", ""结构生物学"", ""蛋白质-配体相互作用""]",evening,"[""应用案例""]","{""like"": 0.7283921961782716, ""collect"": 0.11084682286155796, ""comment"": 0.3312417972754066, ""share"": 0.18743673522118645, ""follow"": 0.7186732189106984}",12,8,low,newbie
user_0386,2023-12-20 00:00:00,"[""蛋白质结构预测""]",morning,"[""算法解读""]","{""like"": 0.9578528555749192, ""collect"": 0.4668640803084522, ""comment"": 0.11131959690105678, ""share"": 0.21921178688562187, ""follow"": 0.631393068384176}",58,5,medium,industry
user_0387,2023-02-17 00:00:00,"[""X射线晶体学"", ""蛋白质结构预测"", ""膜蛋白""]",night,"[""实验技巧""]","{""like"": 0.44978572965711594, ""collect"": 0.42932564218339586, ""comment"": 0.2115695433901902, ""share"": 0.06658962843856207, ""follow"": 0.5358456205163901}",28,68,low,student
user_0388,2023-04-08 00:00:00,"[""AlphaFold"", ""质谱分析""]",evening,"[""实验技巧"", ""算法解读""]","{""like"": 0.7848065434382633, ""collect"": 0.4135152694315324, ""comment"": 0.11483746583256307, ""share"": 0.49280219329201924, ""follow"": 0.5804626587525161}",6,11,medium,student
user_0389,2023-09-07 00:00:00,"[""机器学习"", ""蛋白质结构预测""]",evening,"[""最新论文""]","{""like"": 0.8249042762720191, ""collect"": 0.34162261553038403, ""comment"": 0.28744236960487735, ""share"": 0.010998129785920867, ""follow"": 0.6633898013758696}",9,5,low,researcher
user_0390,2023-01-10 00:00:00,"[""质谱分析"", ""冷冻电镜""]",afternoon,"[""技术教程""]","{""like"": 0.39167545033233764, ""collect"": 0.3053293148638469, ""comment"": 0.17491017505981146, ""share"": 0.23567386272904253, ""follow"": 0.5790119937232618}",10,5,medium,researcher
user_0391,2023-11-16 00:00:00,"[""癌症生物学""]",morning,"[""实验技巧""]","{""like"": 0.5683648539216474, ""collect"": 0.34789165334288774, ""comment"": 0.3688746286705995, ""share"": 0.0014670205500247543, ""follow"": 0.6229190788987805}",5,11,low,researcher
user_0392,2023-09-23 00:00:00,"[""NMR"", ""免疫学""]",evening,"[""新闻动态""]","{""like"": 0.655944712694361, ""collect"": 0.3512224851016848, ""comment"": 0.309992699843298, ""share"": 0.07061893902636289, ""follow"": 0.6914181929203507}",17,6,medium,researcher
user_0393,2023-06-06 00:00:00,"[""蛋白质结构预测"", ""冷冻电镜"", ""质谱分析""]",morning,"[""应用案例"", ""经典方法""]","{""like"": 0.7268838727140992, ""collect"": 0.3525777481500869, ""comment"": 0.3116909064817029, ""share"": 0.10201588903438119, ""follow"": 0.20651283117943298}",25,1,low,student
user_0394,2023-10-06 00:00:00,"[""结构生物学""]",evening,"[""应用案例""]","{""like"": 0.6838180159751122, ""collect"": 0.4070579683756134, ""comment"": 0.0796995751669941, ""share"": 0.5722698934604216, ""follow"": 0.725913937508767}",37,4,medium,researcher
user_0395,2023-05-07 00:00:00,"[""神经退行性疾病""]",evening,"[""算法解读""]","{""like"": 0.21843435089591662, ""collect"": 0.2739949676995947, ""comment"": 0.3482480854303773, ""share"": 0.25149306847407393, ""follow"": 0.47350801055278435}",1,15,medium,researcher
user_0396,2023-08-22 00:00:00,"[""AlphaFold"", ""药物设计""]",night,"[""综述文章""]","{""like"": 0.4198672841908684, ""collect"": 0.30924375121696795, ""comment"": 0.5442571053014112, ""share"": 0.35962256039491886, ""follow"": 0.6848727361832225}",4,1,medium,researcher
user_0397,2023-08-08 00:00:00,"[""蛋白质结构预测"", ""抗体设计"", ""分子动力学""]",night,"[""新闻动态""]","{""like"": 0.2738046535450458, ""collect"": 0.2529392342540574, ""comment"": 0.19601385297354765, ""share"": 0.216666609705589, ""follow"": 0.688054646118802}",13,97,medium,researcher
user_0398,2023-03-17 00:00:00,"[""代谢工程""]",evening,"[""新闻动态"", ""最新论文""]","{""like"": 0.5120223533190069, ""collect"": 0.07175155088632292, ""comment"": 0.7053260827732197, ""share"": 0.37794501987988116, ""follow"": 0.7450435874574107}",50,27,medium,student
user_0399,2023-01-25 00:00:00,"[""分子动力学"", ""虚拟筛选"", ""罕见病研究""]",night,"[""技术教程""]","{""like"": 0.2535847601378026, ""collect"": 0.34670178233467197, ""comment"": 0.42627481650821064, ""share"": 0.012918789723631412, ""follow"": 0.46909888738645544}",9,5,medium,researcher
user_0400,2023-01-07 00:00:00,"[""图神经网络""]",morning,"[""最新论文""]","{""like"": 0.5206404816694784, ""collect"": 0.8199727268301767, ""comment"": 0.26296231498135453, ""share"": 0.10681146710862593, ""follow"": 0.8885652557797511}",14,14,high,researcher
user_0401,2023-01-08 00:00:00,"[""蛋白质-配体相互作用""]",evening,"[""综述文章""]","{""like"": 0.47582523740192634, ""collect"": 0.3841130468844731, ""comment"": 0.275553121784746, ""share"": 0.05635232452865544, ""follow"": 0.2987294162372522}",38,275,high,researcher
user_0402,2024-02-15 00:00:00,"[""蛋白质组学"", ""免疫学""]",morning,"[""最新论文"", ""实验技巧""]","{""like"": 0.2995898887352226, ""collect"": 0.4416300470893485, ""comment"": 0.43866784655608854, ""share"": 0.32722495333816154, ""follow"": 0.2706960620781531}",36,7,medium,industry
user_0403,2023-05-05 00:00:00,"[""酶催化"", ""X射线晶体学"", ""免疫学""]",afternoon,"[""算法解读"", ""新闻动态""]","{""like"": 0.44177294202617196, ""collect"": 0.25010572442268864, ""comment"": 0.30691296163967413, ""share"": 0.0474695999868215, ""follow"": 0.8151800271874788}",3,37,medium,researcher
user_0404,2023-10-04 00:00:00,"[""神经退行性疾病"", ""蛋白质工程""]",evening,"[""实验技巧"", ""技术教程""]","{""like"": 0.1522823068834662, ""collect"": 0.32194911264999304, ""comment"": 0.061391217504235165, ""share"": 0.005400887278238463, ""follow"": 0.41529663687140356}",7,5,high,student
user_0405,2023-01-13 00:00:00,"[""冷冻电镜""]",evening,"[""应用案例"", ""综述文章""]","{""like"": 0.3113072607872224, ""collect"": 0.7227585528883723, ""comment"": 0.35399223608123004, ""share"": 0.33374672645613873, ""follow"": 0.890526260118344}",16,4,low,newbie
user_0406,2023-05-29 00:00:00,"[""机器学习"", ""质谱分析"", ""深度学习""]",afternoon,"[""应用案例""]","{""like"": 0.5206470263033157, ""collect"": 0.30465495602470655, ""comment"": 0.35426524236026147, ""share"": 0.09235432699581628, ""follow"": 0.22977606903707554}",0,32,low,researcher
user_0407,2023-01-27 00:00:00,"[""扩散模型"", ""X射线晶体学""]",night,"[""最新论文""]","{""like"": 0.17186625424550564, ""collect"": 0.234854316462617, ""comment"": 0.25979701099502966, ""share"": 0.04935087927482464, ""follow"": 0.75487344305434}",1,6,low,industry
user_0408,2023-08-27 00:00:00,"[""X射线晶体学""]",night,"[""最新论文""]","{""like"": 0.3390593108263926, ""collect"": 0.2741896732620055, ""comment"": 0.25945278537581284, ""share"": 0.018439196760838012, ""follow"": 0.9290793563092515}",70,7,low,researcher
user_0409,2023-03-19 00:00:00,"[""冷冻电镜"", ""分子对接"", ""X射线晶体学""]",evening,"[""实验技巧""]","{""like"": 0.3228314986937271, ""collect"": 0.3243064232295164, ""comment"": 0.030953348538182067, ""share"": 0.2308187632560492, ""follow"": 0.3981068003242082}",154,11,medium,student
user_0410,2023-08-29 00:00:00,"[""蛋白质折叠"", ""X射线晶体学"", ""图神经网络""]",evening,"[""最新论文"", ""新闻动态""]","{""like"": 0.6412388460300472, ""collect"": 0.36758396885539385, ""comment"": 0.22742445586894558, ""share"": 0.2539581078340582, ""follow"": 0.6991342548743943}",97,5,low,industry
user_0411,2023-03-30 00:00:00,"[""抗体设计"", ""神经退行性疾病""]",afternoon,"[""经典方法""]","{""like"": 0.3628126437313423, ""collect"": 0.1549637946537471, ""comment"": 0.2789116901173865, ""share"": 0.009243892741293083, ""follow"": 0.33113897192686065}",11,20,high,researcher
user_0412,2023-09-14 00:00:00,"[""结构生物学"", ""代谢工程"", ""生物信息学""]",afternoon,"[""实验技巧"", ""综述文章""]","{""like"": 0.45591673831581436, ""collect"": 0.3541750079336454, ""comment"": 0.19518621490908875, ""share"": 0.0852291574812188, ""follow"": 0.5070355378483995}",38,1,high,industry
user_0413,2023-01-09 00:00:00,"[""神经退行性疾病"", ""膜蛋白""]",evening,"[""应用案例""]","{""like"": 0.8958107046530613, ""collect"": 0.28777276336194185, ""comment"": 0.7450578274448707, ""share"": 0.36140265255091675, ""follow"": 0.4221716468104966}",18,4,medium,newbie
user_0414,2024-08-01 00:00:00,"[""癌症生物学""]",afternoon,"[""经典方法""]","{""like"": 0.8045863984449142, ""collect"": 0.2616604838473715, ""comment"": 0.16040492615524, ""share"": 0.04642617317154623, ""follow"": 0.6029001913933878}",5,1,medium,student
user_0415,2023-03-02 00:00:00,"[""蛋白质折叠"", ""NMR""]",afternoon,"[""应用案例"", ""实验技巧""]","{""like"": 0.31490870985588804, ""collect"": 0.3829668184919752, ""comment"": 0.5168621568346657, ""share"": 0.2559667950268409, ""follow"": 0.423845237623631}",25,18,medium,researcher
user_0416,2023-09-11 00:00:00,"[""代谢工程""]",evening,"[""新闻动态""]","{""like"": 0.36509875795406044, ""collect"": 0.628580889336023, ""comment"": 0.30798066665062124, ""share"": 0.23684104438092776, ""follow"": 0.39938249763550454}",3,31,medium,newbie
user_0417,2025-05-27 00:00:00,"[""酶催化"", ""分子动力学""]",evening,"[""最新论文""]","{""like"": 0.3859798987828818, ""collect"": 0.05608171966951368, ""comment"": 0.3453508484591954, ""share"": 0.10178006974400908, ""follow"": 0.25239494829365433}",52,18,medium,researcher
user_0418,2024-01-01 00:00:00,"[""免疫学"", ""膜蛋白""]",afternoon,"[""综述文章""]","{""like"": 0.31259740430901994, ""collect"": 0.3248738695107526, ""comment"": 0.20444536550033687, ""share"": 0.32804046021421784, ""follow"": 0.5918782246491386}",40,14,low,student
user_0419,2023-01-23 00:00:00,"[""蛋白质折叠""]",evening,"[""经典方法""]","{""like"": 0.7680022368845564, ""collect"": 0.4175814965803457, ""comment"": 0.2861563976771427, ""share"": 0.7547393237546256, ""follow"": 0.8729880491992648}",3,3,low,student
user_0420,2024-05-18 00:00:00,"[""虚拟筛选"", ""质谱分析""]",evening,"[""综述文章"", ""实验技巧""]","{""like"": 0.5590176813108115, ""collect"": 0.044585921441337974, ""comment"": 0.12908849630450353, ""share"": 0.03748029836655034, ""follow"": 0.7840522358457985}",41,31,high,researcher
user_0421,2024-06-19 00:00:00,"[""膜蛋白""]",evening,"[""经典方法""]","{""like"": 0.8468018793586491, ""collect"": 0.6893097310439691, ""comment"": 0.08901313605469614, ""share"": 0.02936141679437823, ""follow"": 0.47341013298123236}",10,15,medium,researcher
user_0422,2023-06-24 00:00:00,"[""生物信息学"", ""神经退行性疾病"", ""癌症生物学""]",afternoon,"[""算法解读"", ""综述文章""]","{""like"": 0.6565178364934223, ""collect"": 0.1254127837959487, ""comment"": 0.3794188562407814, ""share"": 0.20914392688261044, ""follow"": 0.4831330227373505}",106,35,medium,industry
user_0423,2023-07-27 00:00:00,"[""NMR""]",night,"[""实验技巧""]","{""like"": 0.4637522037582934, ""collect"": 0.4333309305944109, ""comment"": 0.40655104078159504, ""share"": 0.0469252939201073, ""follow"": 0.6599674951141223}",77,55,low,newbie
user_0424,2023-02-07 00:00:00,"[""分子动力学""]",evening,"[""技术教程""]","{""like"": 0.7057729079295093, ""collect"": 0.14609329278081118, ""comment"": 0.5698933502175384, ""share"": 0.26553637799485696, ""follow"": 0.2804114366361376}",8,5,low,researcher
user_0425,2023-02-01 00:00:00,"[""癌症生物学""]",night,"[""应用案例""]","{""like"": 0.7318159492805302, ""collect"": 0.7767519164474248, ""comment"": 0.2240478881494939, ""share"": 0.4660986116565571, ""follow"": 0.3064817508874793}",5,5,medium,newbie
user_0426,2023-10-05 00:00:00,"[""代谢工程""]",morning,"[""应用案例""]","{""like"": 0.7474161389902944, ""collect"": 0.19309578959112841, ""comment"": 0.09278385577351846, ""share"": 0.40301523306847536, ""follow"": 0.14284149085871445}",252,5,high,newbie
user_0427,2024-08-31 00:00:00,"[""酶催化""]",morning,"[""算法解读""]","{""like"": 0.5304486873937273, ""collect"": 0.4779974251386759, ""comment"": 0.0669804657425405, ""share"": 0.0027337589823918425, ""follow"": 0.5938609568245704}",56,1,medium,industry
user_0428,2023-05-20 00:00:00,"[""结构生物学"", ""代谢工程"", ""机器学习""]",evening,"[""经典方法"", ""综述文章""]","{""like"": 0.4612701513140506, ""collect"": 0.7057188399310325, ""comment"": 0.42829132954201465, ""share"": 0.03279978422197106, ""follow"": 0.5337269489068212}",8,12,high,industry
user_0429,2023-09-16 00:00:00,"[""代谢工程"", ""膜蛋白""]",afternoon,"[""经典方法"", ""实验技巧""]","{""like"": 0.605658711558214, ""collect"": 0.08106523374099862, ""comment"": 0.25814659291858877, ""share"": 0.0485973421905231, ""follow"": 0.39835018830341073}",4,4,low,student
user_0430,2023-05-26 00:00:00,"[""蛋白质组学"", ""蛋白质结构预测"", ""膜蛋白""]",afternoon,"[""新闻动态""]","{""like"": 0.7577271928413281, ""collect"": 0.516098307278399, ""comment"": 0.05289480928966721, ""share"": 0.2723412710604479, ""follow"": 0.5155864940766497}",60,9,low,industry
user_0431,2023-09-24 00:00:00,"[""蛋白质折叠"", ""代谢工程"", ""扩散模型""]",evening,"[""技术教程"", ""新闻动态""]","{""like"": 0.37005929731905435, ""collect"": 0.5516965561988535, ""comment"": 0.40099921976342917, ""share"": 0.460097080653142, ""follow"": 0.40054983269025296}",7,12,medium,student
user_0432,2024-08-29 00:00:00,"[""罕见病研究""]",morning,"[""综述文章""]","{""like"": 0.5420657187459326, ""collect"": 0.6515925284744288, ""comment"": 0.3880577832938711, ""share"": 0.22669785995629566, ""follow"": 0.11984394825678311}",3,9,low,student
user_0433,2023-05-06 00:00:00,"[""AlphaFold"", ""药物设计""]",morning,"[""技术教程"", ""实验技巧""]","{""like"": 0.3808082344143109, ""collect"": 0.053459474278588166, ""comment"": 0.5080696025975608, ""share"": 0.19248651862975813, ""follow"": 0.6393416131567887}",4,2,medium,student
user_0434,2024-01-11 00:00:00,"[""扩散模型"", ""NMR""]",afternoon,"[""技术教程"", ""算法解读""]","{""like"": 0.3530247158450229, ""collect"": 0.3113104555795926, ""comment"": 0.12340710963267071, ""share"": 0.506877246888846, ""follow"": 0.2771580151663627}",4,5,low,student
user_0435,2023-05-24 00:00:00,"[""图神经网络""]",afternoon,"[""应用案例""]","{""like"": 0.6834992620663545, ""collect"": 0.08841574488577508, ""comment"": 0.104612160050133, ""share"": 0.019564634231792187, ""follow"": 0.19128261772444063}",213,28,high,industry
user_0436,2023-03-06 00:00:00,"[""分子对接"", ""罕见病研究""]",night,"[""新闻动态"", ""应用案例""]","{""like"": 0.4987984346543519, ""collect"": 0.520218597746172, ""comment"": 0.4962707761733225, ""share"": 0.40157746407780204, ""follow"": 0.5155439198828621}",7,61,medium,student
user_0437,2023-01-02 00:00:00,"[""蛋白质组学""]",night,"[""技术教程"", ""最新论文""]","{""like"": 0.22290001381067015, ""collect"": 0.16363853239191414, ""comment"": 0.36637378712248836, ""share"": 0.23491346209017935, ""follow"": 0.5710964458572996}",3,43,medium,researcher
user_0438,2023-03-08 00:00:00,"[""扩散模型"", ""膜蛋白""]",evening,"[""新闻动态""]","{""like"": 0.8264534000938577, ""collect"": 0.37638982575653324, ""comment"": 0.12866474794328506, ""share"": 0.07905875932262613, ""follow"": 0.05077660587591384}",31,14,medium,newbie
user_0439,2023-03-24 00:00:00,"[""AlphaFold""]",afternoon,"[""新闻动态"", ""经典方法""]","{""like"": 0.3803635757750566, ""collect"": 0.25115034653712426, ""comment"": 0.22338135491979486, ""share"": 0.1813766937248228, ""follow"": 0.25712617472290716}",13,91,medium,student
user_0440,2023-02-05 00:00:00,"[""药物设计""]",evening,"[""算法解读""]","{""like"": 0.6763492737100556, ""collect"": 0.3991153776344606, ""comment"": 0.5003702292777747, ""share"": 0.07713870984160792, ""follow"": 0.3575410637509907}",25,4,low,student
user_0441,2023-04-03 00:00:00,"[""代谢工程"", ""酶催化"", ""蛋白质组学""]",afternoon,"[""新闻动态"", ""技术教程""]","{""like"": 0.7851220326037928, ""collect"": 0.3948712856859414, ""comment"": 0.16347879397267562, ""share"": 0.20835221096316314, ""follow"": 0.5094874025792235}",3,18,medium,researcher
user_0442,2023-05-06 00:00:00,"[""虚拟筛选"", ""蛋白质工程"", ""蛋白质结构预测""]",night,"[""经典方法"", ""技术教程""]","{""like"": 0.39449354213265275, ""collect"": 0.7912312804371581, ""comment"": 0.570539728675962, ""share"": 0.20958596813714522, ""follow"": 0.37490349832098596}",42,12,high,student
user_0443,2023-12-10 00:00:00,"[""蛋白质组学"", ""癌症生物学""]",morning,"[""经典方法""]","{""like"": 0.8101432181985477, ""collect"": 0.042573288857915045, ""comment"": 0.5044720378787158, ""share"": 0.6079123172521623, ""follow"": 0.6815248057188422}",241,61,medium,researcher
user_0444,2023-06-03 00:00:00,"[""虚拟筛选"", ""免疫学""]",night,"[""技术教程"", ""实验技巧""]","{""like"": 0.44385451477672416, ""collect"": 0.6478762717867409, ""comment"": 0.13821920643038751, ""share"": 0.1044585383675049, ""follow"": 0.5983323004868302}",28,45,medium,student
user_0445,2023-12-07 00:00:00,"[""NMR""]",night,"[""新闻动态""]","{""like"": 0.676886471024353, ""collect"": 0.5051610888491493, ""comment"": 0.5421624968339548, ""share"": 0.6546180210204002, ""follow"": 0.5557681147586718}",64,30,medium,industry
user_0446,2023-05-16 00:00:00,"[""酶催化""]",evening,"[""经典方法""]","{""like"": 0.6638089251016961, ""collect"": 0.331626859059801, ""comment"": 0.035052420308878, ""share"": 0.09271583903121565, ""follow"": 0.2029335525546691}",55,4,low,researcher
user_0447,2023-04-03 00:00:00,"[""机器学习""]",night,"[""最新论文"", ""应用案例""]","{""like"": 0.5703304131753515, ""collect"": 0.5937394215359563, ""comment"": 0.2692408882951769, ""share"": 0.11784732032450827, ""follow"": 0.6122195178885106}",11,11,medium,student
user_0448,2023-01-24 00:00:00,"[""酶催化"", ""结构生物学""]",evening,"[""实验技巧""]","{""like"": 0.6222831608142878, ""collect"": 0.43615411706722035, ""comment"": 0.14452831797696214, ""share"": 0.3426437990894919, ""follow"": 0.3039700415758057}",51,14,medium,researcher
user_0449,2023-10-07 00:00:00,"[""结构生物学"", ""图神经网络"", ""机器学习""]",afternoon,"[""应用案例"", ""经典方法""]","{""like"": 0.9138750441471352, ""collect"": 0.300680711110981, ""comment"": 0.5863435689737535, ""share"": 0.06491941672089285, ""follow"": 0.6024214079942918}",12,2,high,student
user_0450,2023-06-09 00:00:00,"[""神经退行性疾病"", ""蛋白质结构预测""]",evening,"[""经典方法"", ""综述文章""]","{""like"": 0.22240110527890564, ""collect"": 0.18965138434629641, ""comment"": 0.33450126896654103, ""share"": 0.07654683913694363, ""follow"": 0.8491454344202626}",10,54,medium,newbie
user_0451,2023-03-15 00:00:00,"[""质谱分析""]",evening,"[""算法解读""]","{""like"": 0.6938458792904446, ""collect"": 0.9147331424002217, ""comment"": 0.29237220500583466, ""share"": 0.22859669633668891, ""follow"": 0.8189879696881365}",94,3,low,industry
user_0452,2023-07-02 00:00:00,"[""蛋白质组学"", ""蛋白质-配体相互作用""]",night,"[""实验技巧"", ""经典方法""]","{""like"": 0.40849462630354044, ""collect"": 0.06291585244708353, ""comment"": 0.5763749086429676, ""share"": 0.024282993012265622, ""follow"": 0.7300777596281536}",43,89,medium,industry
user_0453,2023-08-19 00:00:00,"[""神经退行性疾病"", ""虚拟筛选""]",night,"[""实验技巧"", ""经典方法""]","{""like"": 0.8242166693328529, ""collect"": 0.2562643230790936, ""comment"": 0.04042738104440634, ""share"": 0.0030750883350639004, ""follow"": 0.6328718361257998}",5,11,medium,researcher
user_0454,2023-03-15 00:00:00,"[""结构生物学"", ""癌症生物学""]",evening,"[""应用案例""]","{""like"": 0.7621235494709192, ""collect"": 0.8686494023513567, ""comment"": 0.04169830656425017, ""share"": 0.12900400847626595, ""follow"": 0.17839207969486845}",17,39,low,researcher
user_0455,2023-04-26 00:00:00,"[""免疫学""]",night,"[""经典方法"", ""技术教程""]","{""like"": 0.4518590485929025, ""collect"": 0.10601334181709841, ""comment"": 0.2378686494085663, ""share"": 0.052067959506246604, ""follow"": 0.5692830485636682}",3,48,low,researcher
user_0456,2023-02-05 00:00:00,"[""NMR"", ""蛋白质组学"", ""生物信息学""]",night,"[""算法解读""]","{""like"": 0.8128436621547618, ""collect"": 0.30358259431331064, ""comment"": 0.1459453050083282, ""share"": 0.18968115424905124, ""follow"": 0.3429411128555795}",28,39,high,researcher
user_0457,2023-05-02 00:00:00,"[""图神经网络"", ""质谱分析""]",evening,"[""新闻动态"", ""经典方法""]","{""like"": 0.758592920517089, ""collect"": 0.2368657012028157, ""comment"": 0.09940876467898718, ""share"": 0.13239144072880946, ""follow"": 0.759376259205759}",14,6,high,student
user_0458,2024-01-18 00:00:00,"[""质谱分析""]",evening,"[""经典方法""]","{""like"": 0.4509669519175136, ""collect"": 0.4767789790849064, ""comment"": 0.09993993508286965, ""share"": 0.03841763880776046, ""follow"": 0.8153904736005106}",38,3,medium,student
user_0459,2023-02-01 00:00:00,"[""蛋白质结构预测"", ""免疫学"", ""罕见病研究""]",night,"[""最新论文"", ""经典方法""]","{""like"": 0.5927869196641004, ""collect"": 0.5223272626071818, ""comment"": 0.3312444353967893, ""share"": 0.46963224816260873, ""follow"": 0.8551956956873827}",2,82,medium,industry
user_0460,2023-06-22 00:00:00,"[""分子动力学"", ""酶催化"", ""质谱分析""]",evening,"[""技术教程""]","{""like"": 0.7491902993795444, ""collect"": 0.37006281265418606, ""comment"": 0.36703258460398375, ""share"": 0.19834782316827634, ""follow"": 0.2047261388500446}",3,313,medium,industry
user_0461,2024-12-20 00:00:00,"[""药物设计"", ""抗体设计""]",evening,"[""最新论文"", ""综述文章""]","{""like"": 0.6730177747618524, ""collect"": 0.30282150962896603, ""comment"": 0.13712434501227488, ""share"": 0.032413226683498504, ""follow"": 0.8946512296148381}",8,26,low,student
user_0462,2023-03-27 00:00:00,"[""X射线晶体学""]",morning,"[""新闻动态""]","{""like"": 0.837810185316186, ""collect"": 0.46696040973913217, ""comment"": 0.061027133425964664, ""share"": 0.450307875839324, ""follow"": 0.4235129287598222}",81,5,medium,industry
user_0463,2023-03-06 00:00:00,"[""虚拟筛选"", ""酶催化""]",evening,"[""应用案例"", ""技术教程""]","{""like"": 0.6998314757389382, ""collect"": 0.5576605673762863, ""comment"": 0.24795495557128086, ""share"": 0.02170963428494683, ""follow"": 0.03918828138098892}",87,19,medium,industry
user_0464,2023-06-25 00:00:00,"[""膜蛋白""]",night,"[""最新论文""]","{""like"": 0.3608294433435646, ""collect"": 0.6757825283823145, ""comment"": 0.3237312060645155, ""share"": 0.0790073480804787, ""follow"": 0.4318809792707362}",49,11,high,newbie
user_0465,2023-11-25 00:00:00,"[""蛋白质工程""]",evening,"[""应用案例""]","{""like"": 0.7698536043048126, ""collect"": 0.4070316058102864, ""comment"": 0.08115181497426162, ""share"": 0.5282643954881993, ""follow"": 0.33631210009383544}",23,24,medium,student
user_0466,2023-02-12 00:00:00,"[""机器学习""]",night,"[""算法解读"", ""最新论文""]","{""like"": 0.8456895750790407, ""collect"": 0.1541664997162904, ""comment"": 0.10984429930828757, ""share"": 0.1683883716818898, ""follow"": 0.33795013676674596}",51,18,high,industry
user_0467,2023-03-17 00:00:00,"[""深度学习""]",evening,"[""算法解读""]","{""like"": 0.8139043235506926, ""collect"": 0.2906221916707538, ""comment"": 0.05377281793777719, ""share"": 0.04506442937489843, ""follow"": 0.2600802652056981}",15,4,high,industry
user_0468,2023-03-02 00:00:00,"[""分子动力学""]",night,"[""实验技巧"", ""综述文章""]","{""like"": 0.7931110227987721, ""collect"": 0.7167670952695477, ""comment"": 0.04694402051217679, ""share"": 0.07126766166816544, ""follow"": 0.2515676442218758}",39,14,low,student
user_0469,2023-01-27 00:00:00,"[""蛋白质工程"", ""冷冻电镜"", ""蛋白质组学""]",afternoon,"[""实验技巧"", ""综述文章""]","{""like"": 0.5330693652474165, ""collect"": 0.12220976331903424, ""comment"": 0.47483607156469654, ""share"": 0.20032275432253133, ""follow"": 0.8307986266301451}",253,39,low,researcher
user_0470,2023-04-26 00:00:00,"[""抗体设计"", ""蛋白质组学""]",afternoon,"[""算法解读"", ""应用案例""]","{""like"": 0.7119851838725251, ""collect"": 0.5353206990790004, ""comment"": 0.4864312231548621, ""share"": 0.23097898138535508, ""follow"": 0.23933683276446183}",9,3,medium,researcher
user_0471,2023-04-01 00:00:00,"[""罕见病研究""]",evening,"[""算法解读""]","{""like"": 0.45142095083371025, ""collect"": 0.287697738692361, ""comment"": 0.3560631765728176, ""share"": 0.03017393101391399, ""follow"": 0.4875615578635491}",13,7,low,newbie
user_0472,2023-06-29 00:00:00,"[""免疫学"", ""AlphaFold""]",afternoon,"[""新闻动态"", ""技术教程""]","{""like"": 0.8534221289234086, ""collect"": 0.4494541128074869, ""comment"": 0.018663468796680967, ""share"": 0.02979587889155783, ""follow"": 0.4267602169167093}",8,10,low,researcher
user_0473,2023-02-05 00:00:00,"[""蛋白质折叠"", ""抗体设计""]",night,"[""最新论文""]","{""like"": 0.599422823237751, ""collect"": 0.6928376227385982, ""comment"": 0.1948484574931467, ""share"": 0.03203187490814898, ""follow"": 0.6250320491554523}",21,0,medium,student
user_0474,2023-06-19 00:00:00,"[""抗体设计""]",night,"[""技术教程""]","{""like"": 0.6398807748536661, ""collect"": 0.16687976119165, ""comment"": 0.043685332531788544, ""share"": 0.11615466484090352, ""follow"": 0.5164103371693701}",9,13,medium,researcher
user_0475,2024-01-04 00:00:00,"[""蛋白质结构预测""]",evening,"[""技术教程""]","{""like"": 0.7543319148643354, ""collect"": 0.5079331334192149, ""comment"": 0.07655203658395825, ""share"": 0.2853593100946791, ""follow"": 0.6929101513693857}",5,9,low,researcher
user_0476,2023-03-30 00:00:00,"[""质谱分析"", ""膜蛋白"", ""抗体设计""]",afternoon,"[""最新论文""]","{""like"": 0.7206194676855523, ""collect"": 0.3105272328403503, ""comment"": 0.30272536294662244, ""share"": 0.27936457250499713, ""follow"": 0.6456716477500829}",62,95,high,newbie
user_0477,2023-11-27 00:00:00,"[""图神经网络"", ""AlphaFold""]",evening,"[""技术教程"", ""应用案例""]","{""like"": 0.387711491047477, ""collect"": 0.5572192001239381, ""comment"": 0.588966283085932, ""share"": 0.16939508419533328, ""follow"": 0.3202737649067017}",8,11,medium,industry
user_0478,2023-05-18 00:00:00,"[""癌症生物学"", ""代谢工程""]",afternoon,"[""算法解读""]","{""like"": 0.7497248392309943, ""collect"": 0.4544316145778301, ""comment"": 0.41975350102287934, ""share"": 0.021454996788655468, ""follow"": 0.5556185540547841}",7,4,high,industry
user_0479,2023-07-24 00:00:00,"[""生物信息学""]",evening,"[""经典方法""]","{""like"": 0.5870116960269591, ""collect"": 0.13136486721071064, ""comment"": 0.12369908319193157, ""share"": 0.3348984457932613, ""follow"": 0.4504104688685004}",5,27,medium,student
user_0480,2023-03-02 00:00:00,"[""蛋白质折叠"", ""结构生物学""]",evening,"[""最新论文""]","{""like"": 0.5424243679240989, ""collect"": 0.25922416706044654, ""comment"": 0.2660718848501964, ""share"": 0.004608892160425137, ""follow"": 0.4437022021855513}",91,31,medium,researcher
user_0481,2023-06-19 00:00:00,"[""代谢工程"", ""分子动力学"", ""蛋白质结构预测""]",evening,"[""应用案例"", ""最新论文""]","{""like"": 0.2576379821088881, ""collect"": 0.524126612950872, ""comment"": 0.25306441450705797, ""share"": 0.22196507622379996, ""follow"": 0.7783486221250013}",12,10,medium,newbie
